0.033067707	0.017995436	0.029347068	-0.0009538611	0.037250154	-0.003931633	-0.11013164	0.0040452783	0.04385126	-0.011258405	0.06874959	-0.043608487	0.005519022	0.0008564616	-0.025639167	-0.03799475
0.060236298	0.10987106	0.09516034	0.03760105	-0.072400875	0.07402977	-0.15357526	-0.008661783	0.091242805	0.07625347	0.1299362	-0.10327732	-0.010711656	-0.11492878	-0.016247474	-0.11124569
0.12608084	0.1434636	0.1395436	0.078659534	-0.013197966	0.098407805	-0.25688824	0.015514699	0.070646845	0.039447017	0.15780954	-0.16493212	0.022704242	-0.13098896	-0.029854102	-0.2174089
-0.25936922	-0.29504088	-0.20159592	-0.30777308	0.23054452	-0.2692988	-0.14306389	-0.27397558	-0.26637316	-0.16475302	-0.31291363	0.2597359	0.21436961	0.27126297	-0.17094466	0.16501978
-0.022461263	-0.010453778	-0.022820383	-0.05991647	0.08173984	-0.027184635	-0.19451751	-0.12112192	0.018826663	-0.07294734	-0.05519657	-0.052479666	0.11476554	0.010033646	-0.04689911	-0.07514128
0.056313276	0.09073408	0.033467147	0.034332383	-0.036223233	0.07671978	-0.084885485	0.057981163	0.06335101	0.033596855	0.040876135	-0.029950183	0.044345412	0.0010729864	-0.029182687	-0.07597985
-0.22242776	-0.29248378	-0.24602169	-0.2717649	0.18656074	-0.2156305	-0.25529674	-0.27275354	-0.21432653	-0.17947596	-0.26654708	0.20930822	0.2809429	0.23106523	-0.2225332	0.2168914
0.012850874	0.049403474	0.068298586	0.01632499	-0.062241293	0.034900058	-0.09690558	-0.0026307614	0.057048395	0.03778596	0.10221085	-0.12601188	0.028117836	-0.07181922	-0.026861876	-0.17122105
-0.18833418	-0.29321888	-0.18713382	-0.23390387	0.18939383	-0.20770791	-0.20126711	-0.20844921	-0.21474671	-0.20188355	-0.24570568	0.21920219	0.29254168	0.27182624	-0.22825152	0.13677284
-0.037638623	0.0366232	0.003217008	0.02524358	0.06984083	-0.04417529	-0.073940344	0.0068173576	-0.023336772	-0.049910266	0.030138584	-0.0007648897	-0.024166744	0.022751076	-0.029128162	-0.003594006
-0.24269411	-0.2589425	-0.2190463	-0.34580314	0.23995413	-0.26800546	-0.23683402	-0.23711377	-0.2757367	-0.18705913	-0.27345115	0.32385972	0.2556112	0.23146693	-0.26816654	0.14979704
0.008316898	0.032098062	0.0538452	0.05331509	0.015096393	0.031453915	-0.10212781	-0.058232024	0.04849633	-0.0008880278	0.02125442	-0.07780903	-0.035190795	0.016567377	0.011312304	-0.052244205
-0.11345234	-0.118693404	-0.1424583	-0.16521633	0.1132721	-0.120832115	-0.033061035	-0.104463406	-0.15979499	-0.0860254	-0.118523166	0.16076958	0.09437876	0.10388134	-0.095805064	0.092926025
